"","LocID","Location","Time","PopM.0","PopM.1-4","PopM.5-14","PopM.15-24","PopM.25-34","PopM.35-44","PopM.45-54","PopM.55-64","PopM.65-74","PopM.75-84","PopM.85+","PopF.0","PopF.1-4","PopF.5-14","PopF.15-24","PopF.25-34","PopF.35-44","PopF.45-54","PopF.55-64","PopF.65-74","PopF.75-84","PopF.85+"
"208","MX09","Ciudad de México","2020",64.5000906671345,265.376286447976,685.939891907507,800.674652463425,848.114283654573,729.554236487426,653.216440257183,469.825077549329,248.097007984459,108.95682901833,32.2485554279823,61.2104633565697,252.444017001652,655.209517233612,768.381488718173,857.253320614232,828.579895088632,790.727273573916,591.622833277633,342.144236241909,177.008135760433,67.8359315718961
"231","MX10","Durango","2020",16.8158805942012,69.1865065503784,173.946335511818,167.196468855264,138.008568639948,114.887124393727,97.0737957637492,69.6363330702619,44.4781150933441,20.3940395016181,5.43768324858823,16.0624431654199,66.2446819250242,165.624680731659,160.566028921444,139.924448274577,126.702694341546,110.591577387988,77.979113549785,48.2648942515458,22.5649970708456,7.0798967164002
"254","MX11","Guanajuato","2020",56.8263054085297,233.803607807302,601.677800636594,554.619622404665,472.820218981943,379.896693882078,307.428700499778,217.51131537706,127.292901322313,62.393012619556,21.0179304543431,54.487766062664,224.718288149159,577.236181549049,570.445702302818,519.837882355811,440.365727547263,361.69675740596,253.861846282094,150.043030763743,77.1177025248139,30.6432229184588
"277","MX12","Guerrero","2020",36.7376756086609,151.151848391501,399.494585307977,348.32622395941,265.858947105954,209.782653334482,186.475826500833,139.987063662975,91.4336063938898,43.4288681246271,14.7150420601261,35.0397759277984,144.510943145831,384.862387944961,351.219622812392,284.250514840879,239.808109971207,215.43713401001,159.42860548992,109.209012013978,52.0891117909227,19.7065844357765
"300","MX13","Hidalgo","2020",26.5447670730733,109.214601679128,277.377245167384,260.189617941976,223.950250469342,188.588479581096,165.28947129331,120.653011190791,70.9438513658594,31.0023099033353,10.4244110879396,25.3453229790756,104.52910816522,265.658255178178,263.718951930296,250.147614271242,219.200711989571,188.95497209144,133.521013701244,81.7700815305233,38.7291859271415,16.3831600124581
"323","MX14","Jalisco","2020",72.5036513185198,298.305778206164,749.287034559112,748.049917707667,678.672986176553,539.961252664441,439.905617755665,322.5233748534,183.017183002004,80.4553335508769,29.4051766993931,68.8032919967831,283.758339051052,716.033113227423,719.124288224852,682.628910153102,590.338224675545,505.947940376138,373.858769886342,213.557586030284,102.716391690999,43.8497297654713
"346","MX15","México","2020",148.209751681288,609.787569439771,1520.09397716691,1522.56426462774,1425.08259475405,1196.06828817105,973.509885945473,631.479678647476,309.602315389175,120.662828927893,33.8124792745507,141.859640824383,585.057122856676,1455.54419963984,1478.22058700877,1475.74857960553,1334.22995942912,1101.05792890107,719.92467831035,373.702461856051,163.101610773692,58.8668998531724
"369","MX16","Michoacán de Ocampo","2020",44.1921571567155,181.822233660056,454.428309859682,443.376561316641,358.589703769893,288.863739773676,251.558261737977,189.473723967315,119.973561693465,61.3917458578483,22.0443783771118,42.3633982302781,174.715005191089,438.685097733225,451.383467171569,386.825889389275,331.102405185489,293.503684956266,216.183960229457,140.050487634927,72.8403295044459,29.3222815976033
"392","MX17","Morelos","2020",16.2805335923723,66.9838988046067,174.078791311046,176.508417544692,150.46898530523,127.542465677256,115.094239396319,84.2732914949227,48.0658855896128,23.0299094183429,7.35293282095742,15.3729926270593,63.401251996814,165.859926850608,174.148400699843,162.247414729363,149.56470586107,134.221664808635,96.2330019343391,57.6018691735517,29.280733810051,10.3481002704199
"415","MX18","Nayarit","2020",11.0959479268808,45.6526715699045,109.228731448758,110.889395361539,97.1934716790848,80.9379132034191,68.1596798564883,52.1960301847633,32.7601364718695,14.682153981909,5.02867717974553,10.4669843943089,43.167906947552,103.493987334654,105.108575580334,95.6531430652957,83.3992186176251,74.0962156142919,55.5304036203975,34.2431736846542,16.02156981599,6.44340353869427
"438","MX19","Nuevo León","2020",43.0562869101092,177.148859951378,440.985466324158,443.945447404638,472.526024380469,401.439714306428,316.243626637129,209.11282338053,116.035774552761,46.3584753268373,12.534987276519,40.9929665664295,169.063074862889,418.910781033323,414.10960274911,444.097941451364,409.349051116957,337.831415945871,232.264433548752,133.658496958134,60.4782583468751,20.5930247060975
"461","MX20","Oaxaca","2020",38.7690018472237,159.509446158861,421.355281854661,372.638030919789,295.777547345415,238.814810666692,217.752646220461,168.402245043909,110.922870812029,55.8818795653364,19.55887995876,37.1472481642435,153.202574084621,406.149806570386,387.076742296531,333.241112430855,282.752392470637,258.861455020248,197.426523127489,135.861674134982,68.3248413685827,26.9463310369887
"484","MX21","Puebla","2020",59.7621057355577,245.882533286029,634.927879034464,584.434797861255,488.233987475653,382.051895680651,321.861882022565,230.817452425553,136.702829669252,64.7490125750421,22.0443783771118,57.053393204975,235.299440233575,610.537949826401,594.907633521343,539.091174591691,450.975953327061,384.359165252981,277.942950158365,170.730666602675,85.4747443989565,34.8676194198084
"507","MX22","Querétaro","2020",18.6453244450147,76.7134884564881,190.224542804594,188.16850079583,172.870656532013,136.677628495547,108.899936729947,69.02041226065,37.0437633132469,16.0606194561264,5.29348239098343,17.7341439443052,73.1391054713427,181.985693143818,188.434343236416,183.07895259669,154.192939101588,122.552443061431,79.7018447837165,44.4597021918312,21.0205193315822,8.47930979889064
"530","MX23","Quintana Roo","2020",13.8761860891354,57.0915590398102,129.018203365393,145.852838173814,155.555006685491,115.99538055153,78.0066914092361,43.9812022619786,19.0360828399397,6.72725107130092,2.13679452632566,13.213292344567,54.4942223006655,123.387254420936,135.060492006766,144.803520092412,111.592832535034,75.7409641093037,43.5689316506038,19.0006313193391,6.97641963093002,2.2873065335825
"553","MX24","San Luis Potosí","2020",25.7165368914537,105.806968485918,279.539150304236,260.275774869013,212.64930612712,177.151780209351,155.109377026218,113.791612888151,72.8293364194002,36.9003063793781,12.0905864517187,24.5177403498181,101.115994264847,268.448969978408,256.782008336473,227.701960476165,200.877483080419,176.169555965825,126.459601477428,81.1037773949986,41.8480898008257,15.8236854156161
"576","MX25","Sinaloa","2020",26.3705538450662,108.497826570435,278.956680495558,282.736790010279,250.559574868168,216.000816062411,181.941870754577,135.208511068973,80.762808431514,32.2454211636045,9.6195081191274,24.9603679987509,102.941477942069,265.022497237318,266.310126988844,244.4026267944,226.303040225048,200.470259751017,145.529909700733,85.5596454089639,37.2217955270206,13.9737862941101
"599","MX26","Sonora","2020",26.2170412476812,107.866221209951,270.389181962902,265.516664954872,255.476417350029,215.042596427042,183.511230700509,124.724997145968,68.9113641815679,28.0933492193193,7.38701666002765,24.8141698003562,102.338527752554,255.025614852122,242.952164295333,237.862972593202,216.751448291385,192.054335105463,132.302631426942,76.0504904951132,33.1918369887444,10.993312532752
"622","MX27","Tabasco","2020",23.4048298341688,96.2957844259795,231.473006704295,229.887760619432,208.097688926603,165.0324731274,140.033675562728,90.4007897763999,49.24113951446,22.0048066817989,7.1746481242824,22.080565969407,91.0646066917707,221.736311020393,226.792016692025,221.557824426961,181.260840502613,147.313385635434,95.3056432469439,53.583861876521,23.2162912615802,8.95595309178457
"645","MX28","Tamaulipas","2020",31.6570030097572,130.248156427514,312.169531665437,308.67806566599,307.94606221605,259.424395733182,212.739281937293,140.454016700909,79.6024625837565,35.1697244623438,10.007539517773,29.9413910312293,123.48419881271,297.340827173899,292.740487626249,304.595913566991,275.357065990355,228.728623729044,157.698150077385,93.5956893713536,43.4423382486577,14.7221743911844
"668","MX29","Tlaxcala","2020",12.0883484563048,49.7357598949531,125.638930790732,119.379083553127,104.49486080297,82.9133110930331,67.9346397436845,45.2203947769119,26.2262446470663,13.3670821845033,4.93691299763339,11.512956884065,47.4817036827455,120.322182650188,117.615421069731,115.133580173091,96.2597407826106,79.1173443266185,51.6947016791996,30.9376058904541,16.1828843005313,6.81396463530389
"691","MX30","Veracruz de Ignacio de la Llave","2020",68.8447636168929,283.251814393944,764.979759149563,745.211008790794,623.175017135386,550.327118293984,502.656211108223,376.753091210908,225.662686777311,98.6569363866804,32.4360165428685,65.8172190011578,271.443185387133,729.699259061873,736.57859280543,684.532114360563,637.287249844531,571.700308899614,428.88417944068,264.02558439197,122.70355798116,46.7749826575307
"714","MX31","Yucatán","2020",17.6711650653467,72.7054507016439,189.336344624476,203.771187750679,186.66638898939,144.365247957998,121.317696574021,95.41444308274,54.5185304716215,25.7432686853917,9.22230030227054,17.0412653102581,70.2815374007576,180.888804600274,194.334493245333,185.563299740099,156.835173297298,135.717335987468,106.746895347275,60.9266641285329,28.8186895299438,11.3507950024224
"737","MX32","Zacatecas","2020",15.8472550464817,65.2012369460456,157.716763023988,148.472961403584,122.609733381436,103.772464345914,86.7908117095242,62.7293986932171,43.456335715334,22.7952035583826,7.96513100733416,15.066883847524,62.1387990482843,151.247674394075,149.354245834965,131.524769790364,115.615333729433,98.6715952378143,70.3056287068793,47.86497057494,24.6314148722066,9.72468571965315
"PE01","PE01","Amazonas","2020",4.83972312943324,17.3986904958108,41.7963454330221,29.4536326810997,32.9300142076482,31.020009566487,24.9557193803076,16.7977543531275,9.99450958160425,5.19952795592669,1.10556982384018,4.81173114487733,16.8906468076854,42.581102534299,32.8034510203863,32.4167824651058,26.909049897045,21.1636350434058,14.2589023082786,9.25838802209098,5.20629048044451,1.58983567683508
"PE02","PE02","Áncash","2020",11.8195907952276,42.0595473339675,99.7348744045397,84.2659656918979,93.0009024075936,89.450932945058,74.3369419079839,51.3080855852502,35.9527981004636,19.3653227815678,4.09428191882584,11.2121272274399,40.4949363366377,101.344936157631,92.6156399752341,92.3625560344461,83.1241233393816,70.1068158063581,52.2784050218321,38.3477879773047,22.1751095627503,6.64317104914733
"PE03","PE03","Apurímac","2020",4.69952098254252,16.1336679716602,40.7294476282819,32.6831105989407,35.2874018111605,32.7492197030945,26.642970420846,17.9632929471873,12.0596543214164,6.23104538341596,1.43794049872884,4.37723599257222,15.3558217679758,41.7876344608894,35.8650578080253,34.3286343188354,29.1388669438509,24.1606906087637,17.4755203097912,13.7786742173863,8.37855361315087,2.6874375860608
"PE04","PE04","Arequipa","2020",13.6064809026582,50.0157871887026,109.788563323136,113.287435148017,134.276755848821,121.855343093355,93.9617862485871,66.4308425476934,41.6007403272388,20.4251785999222,5.52872377887164,12.881503338928,48.0165524931851,110.27250442427,124.049379823719,134.541569222192,118.040626867037,94.7826115905997,68.7089101955758,43.8041919147226,22.3925125976793,7.85886936632772
"PE05","PE05","Ayacucho","2020",7.15030949142621,24.6249001255839,60.9358029870953,54.0525330900855,55.1274160625318,49.7122755774075,38.0036367046853,25.1812170791296,17.2070677512892,8.61147021608351,1.94961640612322,6.64656516266114,23.2084149943972,62.1717800616619,58.7196624785098,52.5762017785087,45.3460494895212,35.5737096960091,26.1053821692553,19.7906303834625,11.6862668042684,3.81878132613071
"PE06","PE06","Cajamarca","2020",15.6270412549067,55.7013061646007,136.306658088821,102.106403924769,114.858443885965,109.750068714663,84.6350143015035,58.5360096680484,38.6494742358736,21.0236854149929,5.06340483402751,14.9288767810592,53.9449358918099,138.832773873345,115.272381574438,119.274521952316,103.595776104995,81.7594776813371,58.7769268168232,40.937101888849,23.259848265825,7.16616942723228
"PE07","PE07","Callao","2020",9.92961087390676,36.1038082150984,82.2340346925872,79.8890668025904,94.3367361454283,87.9563526756628,67.5018139191008,48.1000678398953,29.8414032839639,13.4539344471101,3.21699826905393,9.30061759454344,34.1111890608335,83.6477394885913,87.8920077026733,94.2016178592737,84.8581908850434,67.4549119045945,52.0296228660013,32.9146340230245,15.0895918013233,5.03249482973202
"PE08","PE08","Cusco","2020",13.1089007342814,46.2969914307992,113.100923407754,103.597809230306,109.475995156434,101.746347488976,80.8755871971796,55.1568298660297,32.8705294104029,15.1315671863234,3.04031701556048,12.3340125432989,44.0177870444138,114.661460392314,115.120468511506,108.569643078112,92.6806457088564,75.4528722978025,53.6139202076881,35.2849086197454,18.8912993231171,5.14860642410761
"PE09","PE09","Huancavelica","2020",4.03562258108946,14.50580952973,36.7997182902255,29.7692929500831,26.0244291950191,24.3199581512421,20.7800400579774,15.8098904277013,11.0524173597486,5.2029285628305,0.985741448946106,3.77728293397136,13.6912017989038,37.7385332816791,33.232574976508,27.246561645096,23.8350952998581,20.5855192413496,16.1268353751299,12.7728065258506,7.06161480994267,2.03244910496769
"PE10","PE10","Huánuco","2020",9.13100844897046,30.5021882352034,74.7644343907218,61.6977623158236,63.1322212912758,56.3415814043743,44.293146635706,31.3721406606432,19.7233063450998,9.11929418038592,1.74931934151927,8.55538442309753,28.9129021398719,75.8510917456846,69.2804144389394,62.2953476440864,52.2470400533631,41.9205845775666,30.3983568837064,19.8224461498615,10.8610458601665,2.83332138412244
"PE11","PE11","Ica","2020",10.084932860168,35.5699055132605,76.2432079886821,68.6676484681564,81.7465777849326,71.3433978582534,54.9871598439006,38.0311484557311,24.1761588271723,11.6414109673789,3.06568214601251,9.4835629218298,34.1241685537697,77.6914808748566,76.4335795830061,78.5448286196403,66.5100493194796,54.0413828794926,39.1988367692505,25.6141393177912,12.8609261343556,4.30406824621332
"PE12","PE12","Junín","2020",14.7033565224502,50.3274120309999,118.849725484666,106.87988098051,111.741980926705,97.6767840778548,76.7093815218849,54.6855749188026,34.3968332725621,16.6913122195379,3.74966600854655,13.9495812055851,48.6136091682519,120.078529709695,119.491781733002,114.858616345607,95.4937767129984,76.6644528427747,55.9215248989637,37.0115257885493,19.1963465134886,5.68152887008791
"PE13","PE13","La Libertad","2020",21.1292882549411,73.5271188218819,166.303474867747,145.926282209336,158.60429962101,139.916018699134,112.449325770179,79.8574317962503,50.9686620075356,25.5918340224454,5.92406995005499,19.9800510748848,69.801549762242,169.949538977517,164.096323672207,160.478141690133,135.881269649847,111.385991721695,84.3481180865466,56.3885512088256,29.1968861202191,9.26610219388836
"PE14","PE14","Lambayeque","2020",13.8896342581434,48.3857495520711,109.594740503672,98.8207064477019,99.5832298582334,92.6203172816319,76.5504684530642,57.7432675824736,35.8910044218337,17.6570845802202,4.90684075296154,13.0698294111345,46.415748364383,110.804507905837,111.076905229599,103.516475158915,93.8822386891231,80.2339520821048,61.7961545132848,38.4309984432711,19.2612259532318,6.59355070967058
"PE15","PE15","Lima","2020",88.2943638007024,315.607320613983,720.435086277173,772.663797664656,948.626405123934,856.661033371757,655.198079018225,461.693199438458,289.493497392623,132.381092622815,34.1755773155911,83.7983762007642,301.943025800015,730.221495230711,855.719234809951,939.301418449251,819.572748535542,659.895248118171,495.768231983049,319.287123696543,156.562055750805,56.1364824568372
"PE16","PE16","Loreto","2020",12.7762642681289,45.6290682548265,111.709548877197,66.706789217139,71.3600450838642,66.9450546010279,51.996643088244,37.573427733021,21.4090378981242,9.0512820423097,1.5297797641586,12.0380715726886,44.1724593352373,112.983485437657,76.0368095130716,75.450850912788,59.0129383388596,44.2294483978062,31.1485854763789,18.6171180766709,8.60961547749941,2.18329493697701
"PE17","PE17","Madre De Dios","2020",1.85424211917223,6.71083008289697,14.4667025478979,11.1510433168635,16.7426043569465,12.9679620718529,9.99165007533456,6.37189403580614,2.55331480098855,0.83881636960666,0.155689421395215,1.74201616791058,6.18364675970399,14.7329845969734,12.2790215575907,15.6643265018172,10.2714753270971,7.18812525574005,3.85579561850939,1.63361723625317,0.595297315538365,0.132982509797691
"PE18","PE18","Moquegua","2020",1.57246329453894,6.09738677445875,13.9772179122728,13.0248001819401,16.4585770092656,17.0325474743653,13.4132187928145,9.40316946707402,6.20161358729938,2.97213043393063,0.723343547718216,1.55369009570403,5.54765160582854,14.0865931782443,14.0400235857963,16.1262815397568,15.2324033585941,12.2445108936226,8.75827599012537,5.51391705360058,2.7090011682243,0.832629296419871
"PE19","PE19","Pasco","2020",2.81366465377729,10.2912469772628,24.6114480194972,21.5587797583783,26.0443696299296,22.0356294071783,16.8855802292559,10.9073191524822,6.34373904814821,2.95852800631538,0.492433394637673,2.7804999375067,9.79735391803372,24.9409161303555,23.3559559414479,23.9691781616464,19.1494175980583,15.1273302014936,10.1303693535519,6.31298226354314,3.32592496367706,0.748274719309395
"PE20","PE20","Piura","2020",23.2900507540803,81.5923184116859,187.84804225928,146.37010824064,160.892821695035,148.819610314334,117.876082456178,89.9590411993332,49.4769626054092,24.3993545348424,6.24594470889454,21.6171427168518,77.7504075612738,191.133511478582,163.357033025921,161.525090773283,140.404126531755,112.83519531928,86.1935168940206,50.1024899783893,26.2431642582266,8.38583737157081
"PE21","PE21","Puno","2020",11.2725275161835,40.4872583569225,102.247393811837,100.085954588024,108.456540586255,97.9294976677039,78.2291955811951,56.1210146508488,38.6198132701312,18.020949518928,3.97445354393177,10.3660050887405,39.5842085822787,102.396729687189,111.465791252908,106.622513064105,92.2464379524044,74.7356313146515,55.6227186569547,41.0190886714924,21.3077738946046,5.56343246213325
"PE22","PE22","San Martín","2020",10.5563969423593,36.8240320639042,86.8415593385228,64.0657857587296,75.9850787148281,70.1036588238777,56.9477317223104,37.7858703546321,19.6355593214453,8.50718493769998,1.59800321847785,9.9664847784166,35.0792429089942,88.1007157792458,70.326138189068,74.0567844363577,59.1419200595876,45.6694453007806,29.6078635279256,17.4448294532024,8.96019209926961,2.40658646462239
"PE23","PE23","Tacna","2020",2.99372819537222,10.6148573904176,26.0336783242466,27.7711540145202,33.5039376956757,31.5209571583218,24.5269896791149,15.8498902311251,9.33084547311884,3.79847791155665,0.802062918086583,2.87062741491983,10.5674704989169,26.5131694189389,29.5430303890271,32.6698856973763,30.2060068437441,23.0399257825997,15.163472567064,8.9267698415482,3.7322751389107,1.16707038449317
"PE24","PE24","Tumbes","2020",2.79854481440672,9.94911340914633,22.0687957341342,17.4327784683048,20.710453896147,19.5165365613322,15.8065199288644,11.4367867176481,5.79006768762408,2.47677536160885,0.69185579957087,2.5504730921687,9.33658191879742,22.5127508144543,19.192604896718,20.5795271412547,17.6394244320555,13.7890882239724,9.67212438032035,4.95224640832702,2.38915691264824,0.738350651414045
"PE25","PE25","Ucayali","2020",7.37573255113284,25.5586850551249,57.5895754069913,38.7814782514859,45.4097620053615,39.6439053110554,30.4143170655574,20.9448332916075,10.8929896688834,4.17481174224504,0.811684174464939,6.76225117844517,24.4814869265594,58.1430343593785,44.6667283107474,45.5766455100964,34.5583020619024,25.9544432180283,17.2426291299724,9.1470328396947,3.829025180633,0.957672551901282
"1102","BR12","Acre","2020",6.16208839640323,24.9133615770856,63.3215162820334,71.0881943668989,71.7883004408459,68.3996848101063,54.1069048021475,41.6810155702106,24.1143003289243,10.0824700549437,2.63306209245071,5.88644583978962,23.7864543959143,60.6683601493715,68.9575840017321,71.3229857565503,70.0518110886837,57.6258001509895,46.7295256642459,29.3444163966554,14.297879059516,5.09659226168333
"213","BR27","Alagoas","2020",23.3181457186245,94.2754076579539,239.616871554545,269.006993812164,271.656286454626,258.833323202732,204.747580592425,157.726396027317,91.2516557374839,38.1533809352805,9.96385017679875,22.2750783544624,90.0110439923411,229.576982910335,260.944486465861,269.895475035602,265.085184395104,218.063539279545,176.830616295136,111.04309668206,54.1050380860599,19.2861694576978
"313","BR16","Amapa","2020",5.90913069736262,23.8906520321227,60.7221272392187,68.16997818446,68.8413444529779,65.5918336772392,51.8857814977578,39.969983025064,23.1243927630511,9.66857816283235,2.52497319701614,5.64480344530052,22.8100051168295,58.1778848752892,66.1268307475822,68.3951312362851,67.17613910758,55.2602239252286,44.8112485268737,28.1398091963238,13.7109419116869,4.88737386549542
"413","BR13","Amazonas","2020",28.9583394257713,117.078745771859,297.575406824728,334.07441263638,337.364516253725,321.439934309118,254.271930836475,195.87726089706,113.323608656373,47.381921731544,12.3739065227992,27.6629748997994,111.782917709291,285.107069647995,324.06174579853,335.177799721795,329.203995853124,270.808753965304,219.602410471811,137.902203863469,67.1919661385851,23.951108639521
"513","BR29","Bahia","2020",103.918242379952,420.142097990367,1067.86210348804,1198.84035043776,1210.64702830473,1153.50098336106,912.465723623904,702.913947355235,406.666627480838,170.032057243743,44.4042939865106,99.2697712504037,401.137791972781,1023.11894105195,1162.90946627942,1202.79990229242,1181.36265103199,971.808822301956,788.052663624839,494.86796998657,241.121250791092,85.9495800596654
"612","BR23","Ceara","2020",63.8059175323003,257.967720029422,655.668530862023,736.089321591366,743.338635061812,708.250899285441,560.254979099124,431.58995312169,249.693766002214,104.399874111368,27.2642863783647,60.9517510380406,246.299054790809,628.196178875033,714.027718364018,738.520490877113,725.357994526949,596.691708335929,483.865220530873,303.849489360028,148.04871879001,52.7731386869651
"712","BR53","Distrito Federal","2020",21.0677067525906,85.1768689708603,216.491398750128,243.045074356149,245.438683229114,233.853266757754,184.987350120997,142.50418960168,82.444939960649,34.4711904138398,9.00223697821229,20.1253060310009,81.3240599062966,207.420461792394,235.760681226774,243.847808076765,239.501759560232,197.018182938282,159.764657702188,100.326304931214,48.8833499022364,17.4248573372203
"812","BR32","Espirito Santo","2020",28.0783465155662,113.520928982017,288.532614542788,323.922479879513,327.112603045129,311.671941086513,246.545054888569,189.924896076499,109.879903866874,45.9420686176411,11.9978853065442,26.8223458350905,108.386031802957,276.443168163495,314.214080344425,324.992336975583,319.200066480567,262.579353100596,212.929080159674,133.711598873408,65.1501206806898,23.2232766501088
"912","BR52","Goias","2020",49.0373074492454,198.25813793305,503.90654309453,565.71302112707,571.284398002362,544.318120366862,430.577550211491,331.693517494203,191.899285288266,80.2353280457108,20.95365516597,46.8437704654775,189.290318850463,482.792981487051,548.757828534861,567.58146844884,557.465582567318,458.580581327306,371.869075797835,233.520046483167,113.781147917784,40.5581915743839
"1012","BR21","Maranhao","2020",49.4343582492504,199.86341677825,507.986630409081,570.293550101754,575.910037929513,548.725416696755,434.063899068484,334.379210965727,193.453077058399,80.8849864965176,21.1233150836824,47.2230603879068,190.822986046975,486.702114135385,553.201072794434,572.17712607847,561.979332751557,462.293668284032,374.880067259702,235.410837925363,114.702423945286,40.8865877129368
"1112","BR51","Mato Grosso","2020",24.3459977280203,98.4310197022015,250.179061442387,280.864685348524,283.630757463886,270.242564510459,213.772749860613,164.678895383299,95.2739823342147,39.8351625714699,10.4030516274253,23.2569524846938,93.9786850540163,239.696619610561,272.446786777007,281.792330372628,276.77000456603,227.675669237435,184.62521996881,115.937819934562,56.4899606603612,20.1362940031847
"1212","BR50","Mato Grosso do Sul","2020",19.4168021275571,78.5022513401314,199.526730707527,223.999610981411,226.205652218026,215.528090496123,170.491397833742,131.337296666305,75.984401360504,31.7699639180979,8.29680497094595,18.5482496766016,74.9513555487471,191.166609215034,217.286036425176,224.739440996959,220.733956913034,181.579472249539,147.24520243281,92.4645493652887,45.0527598248037,16.0594131573487
"1312","BR31","Minas Gerais","2020",147.906547973473,597.987090128813,1519.88518879221,1706.30616669058,1723.11057875861,1641.77477048877,1298.70994961483,1000.45548399092,578.807490091934,242.00615845483,63.2005092496745,141.290391826298,570.938313751173,1456.2023690122,1655.16583829603,1711.94178593251,1681.43020529611,1383.17281840959,1121.63318420922,704.344217791302,343.187211704005,122.331800415894
"1412","BR15","Para","2020",60.1083011699541,243.018234159949,617.671887576335,693.432213521622,700.261422068563,667.207055467687,527.787646006482,406.578886214313,235.223763995296,98.3497976032506,25.6842938742322,57.4195364618954,232.025779673907,591.791585702374,672.649102136848,695.722494129982,683.322777530599,562.112830555474,455.824749900552,286.241109338231,139.469148333316,49.714882828447
"1512","BR25","Paraiba","2020",28.0746923094951,113.506155004224,288.495063982922,323.880323569066,327.070031561821,311.631379100475,246.512968724383,189.900178641378,109.865603743768,45.9360895694814,11.9963238632696,26.8188550889764,108.371926097152,276.407190962955,314.173187516232,324.950041430503,319.158524760146,262.545180181413,212.901368886255,133.694197217078,65.1416418350287,23.2202542984017
"1612","BR41","Parana","2020",79.8891684247405,322.992403065814,820.939745382108,921.631818216495,930.708431283159,886.776298630067,701.475758316484,540.378757783872,312.632873223091,130.715448487715,34.1366639757027,76.3155659033641,308.382473476328,786.542569700066,894.009252722358,924.675800656521,908.195497128624,747.096918726445,605.830800541292,380.439369420029,185.366647607485,66.0754100547319
"1712","BR26","Pernambuco","2020",66.7753477441102,269.97314477924,686.182345564071,770.345797395786,777.932482872883,741.211817319652,586.328392437498,451.675492135598,261.314133534618,109.258485229037,28.5331247370384,63.7883526887175,257.76143763431,657.43147216191,747.257480758807,772.890109596898,759.115050715911,624.460831552004,506.383570863522,317.990181766684,154.938680652438,55.2291201766096
"1812","BR22","Piaui","2020",22.8700687868083,92.4638298455998,235.012440571347,263.837807982427,266.436192335137,253.859632639514,200.813191090975,154.695556420636,89.4981817511993,37.4202330223123,9.77238677871515,21.8470448013029,88.2814093589384,225.165476465552,255.930228201894,264.709216324282,259.991359288813,213.873272917871,173.432673724711,108.909314233787,53.0653662462001,18.9155701938725
"1912","BR33","Rio de Janeiro","2020",120.630324145048,487.709148142179,1239.59517343441,1391.63727907094,1405.34270119462,1339.00645678474,1059.20802249089,815.956230336475,472.066558945681,197.376530920996,51.5453711913261,115.234288123904,465.648578770045,1187.65643713241,1349.92800740147,1396.23360415071,1371.34882445179,1128.09464976016,914.786914013213,574.452398937021,279.898254387725,99.7719501915717
"204","BR24","Rio Grande do Norte","2020",24.5024159140888,99.0634193979004,251.786412080479,282.669185008127,285.453028585873,271.978819159434,215.146197198349,165.736924484729,95.8860986936557,40.0910955564631,10.4698891620097,23.4063737719943,94.5824793864346,241.236622647819,274.197203114999,283.602789966739,278.5481967172,229.138440062927,185.811400232713,116.682697334679,56.8528974057056,20.2656656813268
"214","BR43","Rio Grande do Sul","2020",79.4928792087924,321.390203309676,816.867484092461,917.060075165021,926.09166380664,882.377455945448,697.99609663329,537.698215747201,311.082061784543,130.067036148284,33.9673294830705,75.9370034978113,306.852746092306,782.640935168097,889.574531059866,920.088957968409,903.690404779042,743.390953850389,602.825584469105,378.552204709267,184.447138681659,65.7476438135711
"222","BR11","Rondonia","2020",12.417488307299,50.2039821855759,127.601900110934,143.252865838993,144.663679580675,137.835135057165,109.033141770081,83.9932000620994,48.5937596331618,20.3176173339274,5.30599622109986,11.8620291831259,47.9331032488548,122.25541152859,138.959381618235,143.726004026584,141.164405497101,116.124218534634,94.166669027354,59.1331905758882,28.8122686043171,10.2703614010898
"233","BR14","Roraima","2020",4.23245798056957,17.1118538467086,43.4926667209271,48.8272443069921,49.3081152957386,46.9806294911244,37.1635696053039,28.6287920003474,16.5630150538867,6.92518966018212,1.80853047694562,4.04313165749948,16.337832608212,41.6703345625737,47.3638250466001,48.9885118232905,48.1153998161907,39.5805386170903,32.0963837424519,20.1553436714207,9.82056219219273,3.50061719404441
"243","BR42","Santa Catarina","2020",50.0604432270963,202.394682223932,514.420269066674,577.51630442337,583.203924936608,555.675011118996,439.561308082307,338.614115762792,195.903155703167,81.9093929371435,21.3908413695405,47.8211393306475,193.2397546513,492.866184897861,560.20735129528,579.423735845275,569.096787707108,468.148606657188,379.627914443674,238.392310618991,116.155127431241,41.4044153791397
"252","BR35","Sao Paulo","2020",320.836840602506,1297.1453349883,3296.91395500687,3701.29576494317,3737.74766345584,3561.31515177403,2817.14368161843,2170.17421503656,1255.54121154574,524.956415715433,137.093671578162,306.485166087235,1238.47150293645,3158.7740620892,3590.36287107004,3713.52047234925,3647.33517313635,3000.35936979198,2433.03120833538,1527.85374703853,744.436958653405,265.360451504088
"262","BR28","Sergipe","2020",16.0610112405773,64.9347679860764,165.042680233175,185.285931546444,187.11070438317,178.278537391363,141.025501472418,108.638373312297,62.8520760701152,26.2791856377383,6.86287458788694,15.3425700376343,61.9975707666331,158.127432069166,179.732658885797,185.897897312885,182.584677943741,150.197232566889,121.796928034719,76.4839728475752,37.2663262061187,13.2838772081417
